"","Date","610","657","653","608","656","mean"
"7098",1999-06-07,0,0,NA,0,NA,0
"7099",1999-06-08,NA,0,NA,0,NA,0
"7100",1999-06-09,NA,0,NA,0,NA,0
"7101",1999-06-10,NA,0,NA,0,NA,0
"7102",1999-06-11,0.76,0,NA,33.2,NA,11.32
"7103",1999-06-12,0.25,0,NA,95.8,NA,32.0166666666667
"7104",1999-06-13,0,0.2,NA,34.3,NA,11.5
"7105",1999-06-14,0,10.5,5.1,0,2.8,3.68
"7106",1999-06-15,5.08,0,5.6,0,NA,2.67
"7107",1999-06-16,0,0,0,0,0.3,0.06
"7108",1999-06-17,NA,0.3,NA,0,0,0.1
"7109",1999-06-18,NA,12,27.4,0,11.7,12.775
"7110",1999-06-19,4.83,0,27.7,0,11.9,8.886
"7111",1999-06-20,0,3,0,0,0,0.6
"7112",1999-06-21,5.59,9,6.4,0,1,4.398
"7113",1999-06-22,4.06,0,6.6,0,NA,2.665
"7114",1999-06-23,0,17,7.6,0,2,5.32
"7115",1999-06-24,8.64,0,1,24.5,5.3,7.888
"7116",1999-06-25,1.78,0,NA,5.2,0,1.745
"7117",1999-06-26,0,0,NA,12,NA,4
"7118",1999-06-27,NA,0,NA,95.5,NA,47.75
"7119",1999-06-28,NA,0,NA,0,NA,0
"7120",1999-06-29,NA,7.49405295458195,3.3,0,4.6,3.84851323864549
"7121",1999-06-30,13.97,9.99059312208293,NA,38.7,NA,20.8868643740276
"7122",1999-07-01,16.51,12.5,9.1,0.4,2,8.102
"7123",1999-07-02,3.81,0,NA,0,NA,1.27
"7124",1999-07-03,0,0,NA,70.5,NA,23.5
"7125",1999-07-04,NA,0,NA,0,NA,0
"7126",1999-07-05,NA,0,NA,0,NA,0
"7127",1999-07-06,NA,0,NA,0,NA,0
"7128",1999-07-07,NA,0,NA,0,NA,0
"7129",1999-07-08,NA,0,NA,0,NA,0
"7130",1999-07-09,NA,0,NA,0,NA,0
"7131",1999-07-10,0.25,0,0.5,0,NA,0.1875
"7132",1999-07-11,0,0,0,1.9,NA,0.475
"7133",1999-07-12,NA,0,NA,0,NA,0
"7134",1999-07-13,1.02,0,0.8,0,NA,0.455
"7135",1999-07-14,0.25,0,5.1,61.2,1.5,13.61
"7136",1999-07-15,0,10,7.9,81,2,20.18
"7137",1999-07-16,10.92,10.5,7.9,67.6,1.5,19.684
"7138",1999-07-17,8.89,2,12.7,29.7,9.1,12.478
"7139",1999-07-18,5.08,0,1,0,0.8,1.376
"7140",1999-07-19,0,0.2,0,0,0,0.04
"7141",1999-07-20,NA,0,NA,0,NA,0
"7142",1999-07-21,NA,0,0.3,0,NA,0.1
"7143",1999-07-22,0.51,30,11.7,68.9,5.1,23.242
"7144",1999-07-23,8.13,0,NA,0,8.9,4.2575
"7145",1999-07-24,0,0,1.3,0,0,0.26
"7146",1999-07-25,NA,0,0,0,NA,0
"7147",1999-07-26,0.25,0,NA,0,NA,0.0833333333333333
"7148",1999-07-27,0,0,NA,0,NA,0
"7149",1999-07-28,NA,0,NA,0,NA,0
"7150",1999-07-29,NA,0,NA,0,NA,0
"7151",1999-07-30,0,0,NA,0,NA,0
"7152",1999-07-31,NA,0,NA,0,NA,0
"7153",1999-08-01,NA,33,NA,0,NA,16.5
"7154",1999-08-02,16,17.5,NA,0,10.9,11.1
"7155",1999-08-03,9.91,4,NA,0,0.3,3.5525
"7156",1999-08-04,5.08,0,NA,31.9,NA,12.3266666666667
"7157",1999-08-05,1.52,0,1.3,2.2,NA,1.255
"7158",1999-08-06,0,0,NA,0,NA,0
"7159",1999-08-07,NA,25,14.5,0,6.6,11.525
"7160",1999-08-08,14.48,0.2,14.5,0,NA,7.295
"7161",1999-08-09,0,0,0,0,NA,0
"7162",1999-08-10,0,0,NA,0,NA,0
"7163",1999-08-11,NA,0,NA,35.6,NA,17.8
"7164",1999-08-12,NA,0,NA,2.6,NA,1.3
"7165",1999-08-13,NA,0,NA,0,NA,0
"7166",1999-08-14,0,0,NA,0,NA,0
"7167",1999-08-15,NA,0,NA,0,NA,0
"7168",1999-08-16,NA,0,NA,0,NA,0
"7169",1999-08-17,NA,0,NA,0,NA,0
"7170",1999-08-18,NA,0,NA,9.7,NA,4.85
"7171",1999-08-19,NA,0,NA,0,NA,0
"7172",1999-08-20,NA,0,NA,0,NA,0
"7173",1999-08-21,NA,0,NA,43.3,NA,21.65
"7174",1999-08-22,1.02,32,10.2,28.3,3.3,14.964
"7175",1999-08-23,19.3,2,NA,0,NA,7.1
"7176",1999-08-24,0.51,0,2.3,0,NA,0.7025
"7177",1999-08-25,0,0,0,75.5,NA,18.875
"7178",1999-08-26,NA,0,NA,0,NA,0
"7179",1999-08-27,NA,0,NA,0,NA,0
"7180",1999-08-28,NA,22.5,NA,0,NA,11.25
"7181",1999-08-29,9.91,2,0.3,14.1,7.1,6.682
"7182",1999-08-30,9.65,0,NA,0,7.6,4.3125
"7183",1999-08-31,6.6,0,NA,0,0,1.65
"7184",1999-09-01,0.25,0,0.3,0,NA,0.1375
"7185",1999-09-02,0,0,0,0,NA,0
"7186",1999-09-03,NA,0,NA,0,NA,0
"7187",1999-09-04,0,0,0.3,0,NA,0.075
"7188",1999-09-05,NA,0,NA,0,NA,0
"7189",1999-09-06,NA,0,NA,0,NA,0
"7190",1999-09-07,NA,0,NA,0,NA,0
"7191",1999-09-08,NA,10,2,61.3,1.3,18.65
"7192",1999-09-09,15.49,26,11.2,1.7,15.7,14.018
"7193",1999-09-10,30.48,20,5.1,0,6.1,12.336
"7194",1999-09-11,21.84,6.5,5.8,0,6.1,8.048
"7195",1999-09-12,3.05,0,NA,0,0,0.7625
"7196",1999-09-13,0,0,NA,0,NA,0
"7197",1999-09-14,0,0,NA,0,NA,0
"7198",1999-09-15,0,0,NA,0,NA,0
"7199",1999-09-16,2.03,3.5,1.5,0,NA,1.7575
"7200",1999-09-17,0.76,0,5.6,0,3.3,1.932
"7201",1999-09-18,0,0,0,0,0,0
"7202",1999-09-19,NA,0,NA,0,NA,0
"7203",1999-09-20,NA,0,NA,0,NA,0
"7204",1999-09-21,0,0,NA,0,NA,0
"7205",1999-09-22,NA,0,NA,0,NA,0
"7206",1999-09-23,NA,0,NA,0,NA,0
"7207",1999-09-24,NA,21,NA,0,NA,10.5
"7208",1999-09-25,NA,2.5,6.4,0,NA,2.96666666666667
"7209",1999-09-26,0,1,NA,0,NA,0.333333333333333
"7210",1999-09-27,8.89,0,0.3,0,NA,2.2975
"7211",1999-09-28,0,0,NA,0,0,0
"7212",1999-09-29,0,0,NA,0,NA,0
"7213",1999-09-30,0,0,0,3.6,0,0.72
"7214",1999-10-01,0,0,0,0,0,0
"7215",1999-10-02,0,0,0,0,0,0
"7216",1999-10-03,0,0,0,0,0,0
"7217",1999-10-04,0,0,NA,0,0,0
"7218",1999-10-05,0,0,NA,0,NA,0
"7219",1999-10-06,0,0,0,0,0,0
"7220",1999-10-07,0,0,NA,0,NA,0
"7221",1999-10-08,0,0,0,0,0,0
"7222",1999-10-09,0,0,0,0,0,0
"7223",1999-10-10,0,0.3,0,0,0,0.06
"7224",1999-10-11,0,0,0,0,1.5,0.3
"7225",1999-10-12,0,0,0,0,NA,0
"7226",1999-10-13,0,0,0,0,0,0
"7227",1999-10-14,0,0,0,0,0,0
"7228",1999-10-15,1.02,0,0,0,0,0.204
"7229",1999-10-16,0,0,0,2.7,0,0.54
"7230",1999-10-17,0,0,0,0,0,0
"7231",1999-10-18,0,0,0,0,0.5,0.1
"7232",1999-10-19,0,0,0,0,NA,0
"7233",1999-10-20,0,0,0,5,0,1
"7234",1999-10-21,0,0,0,0,0,0
"7235",1999-10-22,0.76,0,0,0,0,0.152
"7236",1999-10-23,0,0,0,0,0,0
"7237",1999-10-24,0,0,0,0,0,0
"7238",1999-10-25,0,0,0,0,0,0
"7239",1999-10-26,0,0,0,0,0,0
"7240",1999-10-27,0,0,0,0,0,0
"7241",1999-10-28,0,0,0,0,0,0
"7242",1999-10-29,0,0,0,0,0,0
"7243",1999-10-30,0,0,NA,23.3,NA,7.76666666666667
"7244",1999-10-31,0,0,0,12.4,0,2.48
"7245",1999-11-01,0,0,0,0,0,0
"7246",1999-11-02,0,0,0,0,0,0
"7247",1999-11-03,0,2,0,0,0,0.4
"7248",1999-11-04,0,0,1.3,0,0,0.26
"7249",1999-11-05,0,0,0,0,0,0
"7250",1999-11-06,0,0,0,0,0,0
"7251",1999-11-07,0,3.5,0,26.5,0,6
"7252",1999-11-08,0.51,0,0,0,0,0.102
"7253",1999-11-09,0,0,0,0,0,0
"7254",1999-11-10,0,0,0,0,0,0
"7255",1999-11-11,0,0,0,0,0,0
"7256",1999-11-12,0,0,0,0,0,0
"7257",1999-11-13,0.76,0,0,0,0,0.152
"7258",1999-11-14,0,0,0,0,0,0
"7259",1999-11-15,0,0,0,0,0,0
"7260",1999-11-16,0,0,0,0,0,0
"7261",1999-11-17,0.76,0,0,0,0,0.152
"7262",1999-11-18,10.16,0,NA,0,NA,3.38666666666667
"7263",1999-11-19,0.51,0,1.8,0,0,0.462
"7264",1999-11-20,0,0,0,0,0,0
"7265",1999-11-21,0,0,0,0,0,0
"7266",1999-11-22,0,0,0,0,0,0
"7267",1999-11-23,0,0,0,0,0,0
"7268",1999-11-24,0,0,0,0,0,0
"7269",1999-11-25,0,0,0,0,6.6,1.32
"7270",1999-11-26,1.78,0,0.5,0,0,0.456
"7271",1999-11-27,0,0,NA,0,0,0
"7272",1999-11-28,0.51,5,0,0,0,1.102
"7273",1999-11-29,0,0,0,0,4.8,0.96
"7274",1999-11-30,0,0,0,0,1,0.2
"7275",1999-12-01,0,0,0,0,1.3,0.26
"7276",1999-12-02,0,0,0,0,3.3,0.66
"7277",1999-12-03,0,0,0,4.5,1.5,1.2
"7278",1999-12-04,0,0,NA,0,NA,0
"7279",1999-12-05,0,0,0,0,1.3,0.26
"7280",1999-12-06,0,0,0,0,1,0.2
"7281",1999-12-07,0,0,0,0,1,0.2
"7282",1999-12-08,0,0,0,0,0,0
"7283",1999-12-09,0,0,0,0,2.5,0.5
"7284",1999-12-10,0,0,0,0,NA,0
"7285",1999-12-11,0,0,0,0,0,0
"7286",1999-12-12,0,0,NA,0,NA,0
"7287",1999-12-13,0,0,0,0,3.8,0.76
"7288",1999-12-14,0,0,0,0,3.3,0.66
"7289",1999-12-15,0,0,0,0,3,0.6
"7290",1999-12-16,0,0,0,0,4.3,0.86
"7291",1999-12-17,0,0,0,0,1.3,0.26
"7292",1999-12-18,0,0,0,0,NA,0
"7293",1999-12-19,0,0.8,0,0,0,0.16
"7294",1999-12-20,0,0,0,0,0,0
"7295",1999-12-21,0,0,NA,0,NA,0
"7296",1999-12-22,0.51,0,NA,0,NA,0.17
"7297",1999-12-23,0,0,NA,0,NA,0
"7298",1999-12-24,0,0,0,34.4,0,6.88
"7299",1999-12-25,0,0,0,0,0,0
"7300",1999-12-26,0,0,0,0,0,0
"7301",1999-12-27,0,0,0,0,0,0
"7302",1999-12-28,0,0,0,0,0,0
"7303",1999-12-29,0,0,0,0,0,0
"7304",1999-12-30,0.25,20,0.3,0,0,4.11
"7305",1999-12-31,1.78,0,NA,0,0,0.445
"7306",2000-01-01,0,0,NA,0,0.3,0.075
"7307",2000-01-02,0,0,0,0,0.5,0.1
"7308",2000-01-03,0,0,0,0,0,0
"7309",2000-01-04,0,0,0,0,0,0
"7310",2000-01-05,0,0,0,0,0,0
"7311",2000-01-06,0,0,NA,0,NA,0
"7312",2000-01-07,2.03,0.2,0,0,0,0.446
"7313",2000-01-08,0,0,0,0,0,0
"7314",2000-01-09,0,0,NA,3.9,NA,1.3
"7315",2000-01-10,0,0,0,0,0.3,0.06
"7316",2000-01-11,4.06,1,0,0,5.1,2.032
"7317",2000-01-12,0,0,NA,77.4,NA,25.8
"7318",2000-01-13,0,0,0,0,0,0
"7319",2000-01-14,NA,0,NA,0,NA,0
"7320",2000-01-15,NA,0,NA,0,NA,0
"7321",2000-01-16,NA,0,NA,0,NA,0
"7322",2000-01-17,NA,0,NA,0,NA,0
"7323",2000-01-18,0.51,0,NA,0,NA,0.17
"7324",2000-01-19,NA,0,NA,0,NA,0
"7325",2000-01-20,NA,0,NA,0,NA,0
"7326",2000-01-21,NA,0,NA,0,NA,0
"7327",2000-01-22,NA,0,NA,0,NA,0
"7328",2000-01-23,NA,0,NA,0,NA,0
"7329",2000-01-24,NA,0,NA,0,NA,0
"7330",2000-01-25,NA,0,NA,0,NA,0
"7331",2000-01-26,NA,0,NA,0,NA,0
"7332",2000-01-27,NA,2.5,NA,0,NA,1.25
"7333",2000-01-28,1.52,0,NA,0,NA,0.506666666666667
"7334",2000-01-29,0,0,NA,0,NA,0
"7335",2000-01-30,3.05,5,2.3,0,NA,2.5875
"7336",2000-01-31,NA,0,2.8,0,1.5,1.075
"7337",2000-02-01,NA,0,0,0,NA,0
"7338",2000-02-02,NA,0,NA,4.6,NA,2.3
"7339",2000-02-03,NA,0,NA,0,NA,0
"7340",2000-02-04,NA,0,NA,0,NA,0
"7341",2000-02-05,NA,0,NA,0,NA,0
"7342",2000-02-06,NA,0,NA,0,NA,0
"7343",2000-02-07,NA,0,NA,0,NA,0
"7344",2000-02-08,NA,0,NA,0,NA,0
"7345",2000-02-09,NA,0,NA,0,NA,0
"7346",2000-02-10,NA,0,NA,0,NA,0
"7347",2000-02-11,NA,0,0.5,0,NA,0.166666666666667
"7348",2000-02-12,NA,0,NA,0,NA,0
"7349",2000-02-13,NA,0,NA,24.4,NA,12.2
"7350",2000-02-14,NA,0,NA,0,3.3,1.1
"7351",2000-02-15,NA,0,NA,0,NA,0
"7352",2000-02-16,NA,0,NA,1.4,NA,0.7
"7353",2000-02-17,NA,0,NA,0,NA,0
"7354",2000-02-18,NA,0,NA,0,NA,0
"7355",2000-02-19,NA,0,0.3,0,1,0.325
"7356",2000-02-20,NA,0,NA,0,0.3,0.1
"7357",2000-02-21,NA,0,NA,0,NA,0
"7358",2000-02-22,NA,0,NA,0,NA,0
"7359",2000-02-23,NA,0,NA,0,NA,0
"7360",2000-02-24,NA,0,NA,0,NA,0
"7361",2000-02-25,NA,0,NA,1.1,2.3,1.13333333333333
"7362",2000-02-26,NA,0,NA,0,3,1
"7363",2000-02-27,NA,0,NA,0,0,0
"7364",2000-02-28,NA,0,NA,0,NA,0
"7365",2000-02-29,NA,0,NA,0,0.5,0.166666666666667
"7366",2000-03-01,NA,0,NA,0,4.3,1.43333333333333
"7367",2000-03-02,0.76,0,NA,0,11.9,3.165
"7368",2000-03-03,10.16,0,10.7,0,1,4.372
"7369",2000-03-04,0,0,0,0,NA,0
"7370",2000-03-05,NA,0,NA,0,NA,0
"7371",2000-03-06,0.25,0,NA,0,NA,0.0833333333333333
"7372",2000-03-07,0,0,NA,0,NA,0
"7373",2000-03-08,NA,0,NA,0,NA,0
"7374",2000-03-09,0.76,0,NA,0,NA,0.253333333333333
"7375",2000-03-10,NA,0,NA,0,NA,0
"7376",2000-03-11,NA,0,NA,0,1.8,0.6
"7377",2000-03-12,NA,0,NA,0,NA,0
"7378",2000-03-13,NA,0,NA,0,NA,0
"7379",2000-03-14,0.76,0,NA,0,NA,0.253333333333333
"7380",2000-03-15,0,0,NA,0,2,0.5
"7381",2000-03-16,NA,0,NA,6.4,NA,3.2
"7382",2000-03-17,NA,0,NA,0,NA,0
"7383",2000-03-18,NA,0,NA,0,NA,0
"7384",2000-03-19,NA,0,NA,0,NA,0
"7385",2000-03-20,NA,0,NA,0,NA,0
"7386",2000-03-21,NA,0,NA,0,NA,0
"7387",2000-03-22,NA,0,NA,0,NA,0
"7388",2000-03-23,NA,0,NA,0,NA,0
"7389",2000-03-24,NA,0,NA,0,NA,0
"7390",2000-03-25,NA,0,NA,0,NA,0
"7391",2000-03-26,NA,0,NA,0,NA,0
"7392",2000-03-27,NA,0,NA,0,NA,0
"7393",2000-03-28,NA,0,NA,0,NA,0
"7394",2000-03-29,NA,0,NA,0,NA,0
"7395",2000-03-30,NA,0,0.5,0,NA,0.166666666666667
"7396",2000-03-31,NA,0,0,0,NA,0
"7397",2000-04-01,NA,0,NA,0,NA,0
"7398",2000-04-02,NA,0,NA,0,NA,0
"7399",2000-04-03,0,0,NA,0,NA,0
"7400",2000-04-04,NA,0,NA,0,NA,0
"7401",2000-04-05,NA,0,NA,0,NA,0
"7402",2000-04-06,NA,0,NA,8.7,NA,4.35
"7403",2000-04-07,0,0,NA,0.6,NA,0.2
"7404",2000-04-08,NA,0,NA,0,NA,0
"7405",2000-04-09,NA,0,NA,0,NA,0
"7406",2000-04-10,NA,0,NA,0,NA,0
"7407",2000-04-11,NA,0,NA,0,NA,0
"7408",2000-04-12,NA,0,NA,0,NA,0
"7409",2000-04-13,NA,0,NA,1,NA,0.5
"7410",2000-04-14,NA,0,NA,0.4,NA,0.2
"7411",2000-04-15,NA,0,NA,0,NA,0
"7412",2000-04-16,NA,0,NA,0,NA,0
"7413",2000-04-17,NA,0,NA,0,NA,0
"7414",2000-04-18,NA,0,1.5,0,NA,0.5
"7415",2000-04-19,NA,0,0.5,0,NA,0.166666666666667
"7416",2000-04-20,NA,0,NA,0,NA,0
"7417",2000-04-21,NA,0,NA,0,NA,0
"7418",2000-04-22,2.03,0,NA,0,NA,0.676666666666667
"7419",2000-04-23,4.32,2,NA,0,NA,2.10666666666667
"7420",2000-04-24,2.03,0.2,NA,0,NA,0.743333333333333
"7421",2000-04-25,0.25,1.2,0.5,0,0.3,0.45
"7422",2000-04-26,1.52,0,0.5,0,0.5,0.504
"7423",2000-04-27,0,0,0,0,0,0
"7424",2000-04-28,NA,0,NA,0,NA,0
"7425",2000-04-29,NA,0,NA,0,NA,0
"7426",2000-04-30,NA,0,NA,0,NA,0
"7427",2000-05-01,2.29,0,NA,0,NA,0.763333333333333
"7428",2000-05-02,1.78,0,NA,0,NA,0.593333333333333
"7429",2000-05-03,0.51,0,NA,6.1,NA,2.20333333333333
"7430",2000-05-04,0,0,NA,0,NA,0
"7431",2000-05-05,NA,0,NA,0,NA,0
"7432",2000-05-06,NA,0,NA,0,NA,0
"7433",2000-05-07,NA,0,NA,32.9,NA,16.45
"7434",2000-05-08,NA,0,NA,0,NA,0
"7435",2000-05-09,NA,0,NA,0,0.5,0.166666666666667
"7436",2000-05-10,NA,0,NA,136.6,0,45.5333333333333
"7437",2000-05-11,NA,0,NA,143.3,NA,71.65
"7438",2000-05-12,NA,0,NA,71.9,NA,35.95
"7439",2000-05-13,NA,0,NA,0,NA,0
"7440",2000-05-14,NA,0,NA,29.2,NA,14.6
"7441",2000-05-15,NA,0,NA,0,NA,0
"7442",2000-05-16,NA,0,NA,0,NA,0
"7443",2000-05-17,NA,0,NA,18.1,NA,9.05
"7444",2000-05-18,NA,0,NA,0,NA,0
"7445",2000-05-19,NA,0,NA,0,NA,0
"7446",2000-05-20,NA,0,NA,0,NA,0
"7447",2000-05-21,2.29,0,NA,0,NA,0.763333333333333
"7448",2000-05-22,0,0,NA,0,NA,0
"7449",2000-05-23,1.52,0,NA,0,NA,0.506666666666667
"7450",2000-05-24,0,0,NA,51.2,NA,17.0666666666667
"7451",2000-05-25,0.76,5.5,NA,0,NA,2.08666666666667
"7452",2000-05-26,5.84,4.5,2,8.9,NA,5.31
"7453",2000-05-27,5.08,6,0.5,17.2,NA,7.195
"7454",2000-05-28,0.25,7,NA,0,NA,2.41666666666667
"7455",2000-05-29,5.84,3,NA,0,1.8,2.66
"7456",2000-05-30,27.69,18,NA,0,1.3,11.7475
"7457",2000-05-31,8.13,0,NA,12.7,NA,6.94333333333333
"7458",2000-06-01,0.51,4.5,0.3,0,NA,1.3275
"7459",2000-06-02,3.3,1.7,6.1,0,NA,2.775
"7460",2000-06-03,1.52,0,6.9,33.4,NA,10.455
"7461",2000-06-04,0.25,0,0,7.3,NA,1.8875
"7462",2000-06-05,0,0,NA,0,NA,0
"7463",2000-06-06,NA,0,NA,0,NA,0
"7464",2000-06-07,NA,0,NA,0,NA,0
"7465",2000-06-08,NA,0,NA,0,NA,0
"7466",2000-06-09,0.51,0,NA,0,0.8,0.3275
"7467",2000-06-10,0.51,10.5,1,0,NA,3.0025
"7468",2000-06-11,43.69,0.6,NA,0,NA,14.7633333333333
"7469",2000-06-12,0.25,0,3.3,0,4.3,1.57
"7470",2000-06-13,0,0.2,0,0,0,0.04
"7471",2000-06-14,0.25,2.5,0.8,0,NA,0.8875
"7472",2000-06-15,20.07,0,0.3,0,NA,5.0925
"7473",2000-06-16,0.51,1.3,NA,0,NA,0.603333333333333
"7474",2000-06-17,0.51,0,NA,0,NA,0.17
"7475",2000-06-18,0.25,0,NA,0,NA,0.0833333333333333
"7476",2000-06-19,0,0,0.3,0,NA,0.075
"7477",2000-06-20,NA,0,NA,0,NA,0
"7478",2000-06-21,NA,10.5,NA,21.8,NA,16.15
"7479",2000-06-22,5.59,0.2,1.8,3.1,0.3,2.198
"7480",2000-06-23,6.6,0,0.3,0,NA,1.725
"7481",2000-06-24,1.27,0,NA,0,NA,0.423333333333333
"7482",2000-06-25,0,0,NA,23.4,NA,7.8
"7483",2000-06-26,NA,0,NA,0,NA,0
"7484",2000-06-27,NA,0,NA,0,NA,0
"7485",2000-06-28,NA,0,NA,62.8,NA,31.4
"7486",2000-06-29,NA,0,NA,15.8,NA,7.9
"7487",2000-06-30,NA,0,NA,54.1,NA,27.05
"7488",2000-07-01,NA,0,NA,22.4,NA,11.2
"7489",2000-07-02,NA,0,NA,2.6,NA,1.3
"7490",2000-07-03,NA,0,NA,0,NA,0
"7491",2000-07-04,NA,0,NA,0,NA,0
"7492",2000-07-05,NA,0,NA,0,NA,0
"7493",2000-07-06,NA,0,NA,0,NA,0
"7494",2000-07-07,0,0,NA,0,NA,0
"7495",2000-07-08,0,0,NA,0,NA,0
"7496",2000-07-09,1.02,2,NA,0,NA,1.00666666666667
"7497",2000-07-10,NA,0,0.3,0,NA,0.1
"7498",2000-07-11,0,0,NA,0,NA,0
"7499",2000-07-12,NA,0,NA,0,NA,0
"7500",2000-07-13,NA,21,NA,0,NA,10.5
"7501",2000-07-14,3.81,21,8.9,4.6,14.5,10.562
"7502",2000-07-15,4.83,10,8.6,87.8,6.1,23.466
"7503",2000-07-16,5.59,0,0.3,43.2,NA,12.2725
"7504",2000-07-17,0,4,NA,0,NA,1.33333333333333
"7505",2000-07-18,0.25,12,8.6,0,7.4,5.65
"7506",2000-07-19,7.11,6.5,3.6,13.7,NA,7.7275
"7507",2000-07-20,5.08,0,NA,0,NA,1.69333333333333
"7508",2000-07-21,0.51,0,NA,0,NA,0.17
"7509",2000-07-22,0,0,NA,1.3,NA,0.433333333333333
"7510",2000-07-23,NA,0,NA,3.5,NA,1.75
"7511",2000-07-24,NA,0,NA,0,NA,0
"7512",2000-07-25,NA,0,NA,0,NA,0
"7513",2000-07-26,NA,0,NA,0,NA,0
"7514",2000-07-27,NA,0,NA,0,NA,0
"7515",2000-07-28,NA,0,NA,0,NA,0
"7516",2000-07-29,NA,0,NA,0,NA,0
"7517",2000-07-30,NA,0,NA,0,NA,0
"7518",2000-07-31,NA,0,NA,0,NA,0
"7519",2000-08-01,0.76,1.5,NA,0,NA,0.753333333333333
"7520",2000-08-02,8.89,20.4,14.2,13.1,9.4,13.198
"7521",2000-08-03,6.1,2,15.7,9.3,0.3,6.68
"7522",2000-08-04,4.32,0,0.5,0,NA,1.205
"7523",2000-08-05,1.02,0,NA,0,NA,0.34
"7524",2000-08-06,0,0,NA,0,NA,0
"7525",2000-08-07,NA,0,NA,0,NA,0
"7526",2000-08-08,NA,0,NA,0,NA,0
"7527",2000-08-09,NA,0,1.5,0,NA,0.5
"7528",2000-08-10,0.51,0.2,NA,0,NA,0.236666666666667
"7529",2000-08-11,0,0,NA,40.4,1.5,10.475
"7530",2000-08-12,NA,0,NA,21.9,NA,10.95
"7531",2000-08-13,NA,0,NA,26.2,NA,13.1
"7532",2000-08-14,NA,0,NA,0,NA,0
"7533",2000-08-15,NA,0,NA,0,NA,0
"7534",2000-08-16,NA,0,NA,70.4,NA,35.2
"7535",2000-08-17,NA,0,NA,10.3,NA,5.15
"7536",2000-08-18,NA,0,NA,2.1,NA,1.05
"7537",2000-08-19,NA,0,NA,48.9,NA,24.45
"7538",2000-08-20,NA,10,NA,0,NA,5
"7539",2000-08-21,10.16,0,0.3,0,2.3,2.552
"7540",2000-08-22,0.25,0,NA,0,NA,0.0833333333333333
"7541",2000-08-23,0,0,NA,28.6,NA,9.53333333333333
"7542",2000-08-24,NA,0,NA,0,NA,0
"7543",2000-08-25,NA,0,NA,27.7,NA,13.85
"7544",2000-08-26,NA,0,NA,2.7,NA,1.35
"7545",2000-08-27,NA,0,NA,4.2,NA,2.1
"7546",2000-08-28,NA,0,NA,0,NA,0
"7547",2000-08-29,0.76,3,NA,0,NA,1.25333333333333
"7548",2000-08-30,1.78,1,0.3,8.6,NA,2.92
"7549",2000-08-31,1.52,5.5,2.5,0,1.5,2.204
"7550",2000-09-01,2.29,1.7,1.3,0,NA,1.3225
"7551",2000-09-02,0,32.2,10.7,0,5.6,9.7
"7552",2000-09-03,8.89,2,2,0,2.8,3.138
"7553",2000-09-04,2.03,0,0.3,0,NA,0.5825
"7554",2000-09-05,0.25,0,NA,0,NA,0.0833333333333333
"7555",2000-09-06,0,0,3.3,0,NA,0.825
"7556",2000-09-07,8.13,0,NA,27.6,NA,11.91
"7557",2000-09-08,0,0,NA,0,NA,0
"7558",2000-09-09,3.05,12.5,0.5,0,NA,4.0125
"7559",2000-09-10,7.11,1.2,1,0,1,2.062
"7560",2000-09-11,0.51,0,NA,0,0,0.1275
"7561",2000-09-12,0,7,7.4,0,NA,3.6
"7562",2000-09-13,7.87,6.5,0.8,10.9,4.3,6.074
"7563",2000-09-14,1.78,0,1.5,0,0,0.656
"7564",2000-09-15,0.25,0,0,0,NA,0.0625
"7565",2000-09-16,0,3,NA,0,NA,1
"7566",2000-09-17,1.52,0,1,0,0.5,0.604
"7567",2000-09-18,5.33,0,0,0,0,1.066
"7568",2000-09-19,0,0,NA,0,NA,0
"7569",2000-09-20,NA,0,NA,27.8,NA,13.9
"7570",2000-09-21,NA,0,NA,0,NA,0
"7571",2000-09-22,NA,0,NA,0,NA,0
"7572",2000-09-23,0,5.5,NA,0,NA,1.83333333333333
"7573",2000-09-24,3.81,0,0.5,0,NA,1.0775
"7574",2000-09-25,0.25,0,0.8,0,NA,0.2625
"7575",2000-09-26,1.78,0,1,0,NA,0.695
"7576",2000-09-27,0,0,NA,3.1,NA,1.03333333333333
"7577",2000-09-28,NA,0,NA,0,NA,0
"7578",2000-09-29,NA,0,NA,0,NA,0
"7579",2000-09-30,0.76,5,0.3,9.7,NA,3.94
"7580",2000-10-01,4.32,0,0.5,0,NA,1.205
"7581",2000-10-02,0,0,NA,0,NA,0
"7582",2000-10-03,NA,0,NA,0,NA,0
"7583",2000-10-04,0,0,NA,0,NA,0
"7584",2000-10-05,1.52,0,NA,0,NA,0.506666666666667
"7585",2000-10-06,0,0,NA,0,NA,0
"7586",2000-10-07,NA,0,NA,0,NA,0
"7587",2000-10-08,NA,0,NA,0,NA,0
"7588",2000-10-09,0.76,9.5,NA,0,NA,3.42
"7589",2000-10-10,NA,0,1.8,0,NA,0.6
"7590",2000-10-11,NA,0,0,0,NA,0
"7591",2000-10-12,NA,0,NA,0,NA,0
"7592",2000-10-13,NA,0,NA,0,NA,0
"7593",2000-10-14,NA,0,NA,0,NA,0
"7594",2000-10-15,0,4.5,NA,0,NA,1.5
"7595",2000-10-16,0.25,0,2,0,1.3,0.71
"7596",2000-10-17,0,0,NA,0,0,0
"7597",2000-10-18,0,0,NA,0,NA,0
"7598",2000-10-19,1.52,0,NA,0,NA,0.506666666666667
