"","Date","610","657","653","608","656","mean"
"1698",1984-08-24,0,3,0,3.8,0,1.36
"1699",1984-08-25,0,0,0,8.3,0,1.66
"1700",1984-08-26,0,0,0,0,0,0
"1701",1984-08-27,0,0,0,0,0,0
"1702",1984-08-28,0,0,0,0,0,0
"1703",1984-08-29,0,0,0,5.7,0,1.14
"1704",1984-08-30,0,0,0,0,0,0
"1705",1984-08-31,0,0.1,0,13.4,0,2.7
"1706",1984-09-01,4.06,7.5,8.5,4.5,4,5.712
"1707",1984-09-02,0,3.5,14.5,0,24.5,8.5
"1708",1984-09-03,5.08,12.8,11,0,42,14.176
"1709",1984-09-04,4.06,19.5,28.5,0,36,17.612
"1710",1984-09-05,2.03,11,10.5,0,1.4,4.986
"1711",1984-09-06,1.02,0.3,0,0,0.7,0.404
"1712",1984-09-07,0,0,7.5,3.7,0,2.24
"1713",1984-09-08,0.51,12.5,0,0,0.7,2.742
"1714",1984-09-09,5.08,0.2,0,0,0,1.056
"1715",1984-09-10,0,0,0,0,0,0
"1716",1984-09-11,0,4,4.5,0,0,1.7
"1717",1984-09-12,0,0.6,0,4.2,2.5,1.46
"1718",1984-09-13,0,0,0,11.3,0,2.26
"1719",1984-09-14,0,0,0,0,0,0
"1720",1984-09-15,0,0,0,3.7,0,0.74
"1721",1984-09-16,0,0,0,96.7,0,19.34
"1722",1984-09-17,1.52,0,0,39.3,0,8.164
"1723",1984-09-18,0,2,2.5,33.2,0,7.54
"1724",1984-09-19,1.52,0,0,0,0,0.304
"1725",1984-09-20,0.51,0,0,0,0,0.102
"1726",1984-09-21,0,0,0,0,0,0
"1727",1984-09-22,0,0,0,0,0,0
"1728",1984-09-23,0,0,0,0,0,0
"1729",1984-09-24,0,3,2.5,0,0,1.1
"1730",1984-09-25,3.56,0.2,0,0,2,1.152
"1731",1984-09-26,2.03,0,0,0,0,0.406
"1732",1984-09-27,0,0,0,0,0,0
"1733",1984-09-28,0,0,0,0,0,0
"1734",1984-09-29,0,0,0,0,0,0
"1735",1984-09-30,1.02,6,1.2,1.4,0,1.924
"1736",1984-10-01,0,0,0,0,0,0
"1737",1984-10-02,0,0.7,0,0,0,0.14
"1738",1984-10-03,0,5,4.5,0,0.7,2.04
"1739",1984-10-04,0.51,41.5,37,0,24,20.602
"1740",1984-10-05,53.09,13,12.5,0,10,17.718
"1741",1984-10-06,13.46,0,10,0,4.5,5.592
"1742",1984-10-07,4.57,0,0,0,0,0.914
"1743",1984-10-08,0,0,0,0,0,0
"1744",1984-10-09,0,0,0,0,0,0
"1745",1984-10-10,0,0.5,0,2.1,0.6,0.64
"1746",1984-10-11,0,1,0,0,0,0.2
"1747",1984-10-12,0.51,0,0,0,0,0.102
"1748",1984-10-13,0,0,0,0.5,0,0.1
"1749",1984-10-14,0,0,0,0,0,0
"1750",1984-10-15,0,0,0,0,0,0
"1751",1984-10-16,0,0,0,0,0,0
"1752",1984-10-17,0,0,0,0,0,0
"1753",1984-10-18,0,0.5,4.5,0,0,1
"1754",1984-10-19,3.3,0,0,0,0,0.66
"1755",1984-10-20,0,0,0,0,0,0
"1756",1984-10-21,0,0,0,0,0,0
"1757",1984-10-22,0,0,0,0,0,0
"1758",1984-10-23,0,0,0,0,0,0
"1759",1984-10-24,0,0,0,2.5,0,0.5
"1760",1984-10-25,0,0,0,0,0,0
"1761",1984-10-26,0,5.5,0,0,0,1.1
"1762",1984-10-27,0,0,0,0,0.2,0.04
"1763",1984-10-28,0,1.2,0,0,0,0.24
"1764",1984-10-29,4.32,0,0,0,0,0.864
"1765",1984-10-30,0,0,0,0,0,0
"1766",1984-10-31,0,0,2,0,0,0.4
"1767",1984-11-01,0,0,0,0,0,0
"1768",1984-11-02,0,0,0,0.8,0,0.16
"1769",1984-11-03,0,0,0,0,0,0
"1770",1984-11-04,0,0,0,0,0,0
"1771",1984-11-05,0,0,0,0,0,0
"1772",1984-11-06,0,0,0,0,0,0
"1773",1984-11-07,0,0,0,0,0,0
"1774",1984-11-08,0,0,0,0,0,0
"1775",1984-11-09,0,0,0,0,0,0
"1776",1984-11-10,0,0,0,0,0,0
"1777",1984-11-11,0,0,0,0,0,0
"1778",1984-11-12,0,0,0,0,0,0
"1779",1984-11-13,0,0,0,7.5,0,1.5
"1780",1984-11-14,0,0,0,1.3,0,0.26
"1781",1984-11-15,0,0,0,30.4,0,6.08
"1782",1984-11-16,0,0,0,23.3,0,4.66
"1783",1984-11-17,0,0,0,0.5,0,0.1
"1784",1984-11-18,0,0,0,0,0,0
"1785",1984-11-19,0,0,0,0,0,0
"1786",1984-11-20,0,0,0,0,0,0
"1787",1984-11-21,2.29,0,0,0,0,0.458
"1788",1984-11-22,0,0,0,0,0,0
"1789",1984-11-23,0,0,0,0,0,0
"1790",1984-11-24,0,0,0,0,0,0
"1791",1984-11-25,0,0,0,0,0,0
"1792",1984-11-26,0,0,0,0,0,0
"1793",1984-11-27,0,0,0,0,0,0
"1794",1984-11-28,0,0,0,0,0,0
"1795",1984-11-29,0,0,0,4.7,0,0.94
"1796",1984-11-30,0,0,0,53.3,0,10.66
"1797",1984-12-01,0,0,11,46.2,7,12.84
"1798",1984-12-02,1.02,0,0,19.3,0,4.064
"1799",1984-12-03,1.27,18,24.5,0,6.5,10.054
"1800",1984-12-04,10.41,2.5,6.5,0,3.4,4.562
"1801",1984-12-05,12.45,0,0,4.2,0,3.33
"1802",1984-12-06,2.03,0,0,0,0,0.406
"1803",1984-12-07,0,0,0,0.9,0,0.18
"1804",1984-12-08,0,0,0,0,0,0
"1805",1984-12-09,0,0,0,0,0,0
"1806",1984-12-10,0,0,0,0,0,0
"1807",1984-12-11,0,0,0,0,0,0
"1808",1984-12-12,0,0,0,0,0,0
"1809",1984-12-13,0,0,0,0,0,0
"1810",1984-12-14,0,0,0,0,0,0
"1811",1984-12-15,0,0,0,0,0,0
"1812",1984-12-16,0,0,0,6.3,0,1.26
"1813",1984-12-17,0,8.5,5,0,0,2.7
"1814",1984-12-18,20.57,2.7,5.5,0.9,3.5,6.634
"1815",1984-12-19,6.35,7.5,2,12.2,0,5.61
"1816",1984-12-20,5.59,0.4,0,6.4,0,2.478
"1817",1984-12-21,0,0,0,0,0,0
"1818",1984-12-22,0,0,0,0,0,0
"1819",1984-12-23,0,0.5,0,0,1.5,0.4
"1820",1984-12-24,2.03,0,0,0,0,0.406
"1821",1984-12-25,1.27,0,0,0,0,0.254
"1822",1984-12-26,0,0,0,4.8,0,0.96
"1823",1984-12-27,0,0,0,8.2,0,1.64
"1824",1984-12-28,0.76,0,0,2.7,0,0.692
"1825",1984-12-29,0,0,0,0.9,0,0.18
"1826",1984-12-30,0,0,0,9.2,0,1.84
"1827",1984-12-31,0,0,0,0,0,0
"1828",1985-01-01,0,0,0,0,0,0
"1829",1985-01-02,0,0,0,0,0,0
"1830",1985-01-03,0.25,1.5,0,0,0,0.35
"1831",1985-01-04,0.25,0,0,0,0,0.05
"1832",1985-01-05,0,0,0,0,0,0
"1833",1985-01-06,0,8.5,5.5,0,0,2.8
"1834",1985-01-07,5.08,0,0,0,0,1.016
"1835",1985-01-08,0,0,0,0,0,0
"1836",1985-01-09,0,0,0,0,0,0
"1837",1985-01-10,0,0,0,0,0,0
"1838",1985-01-11,0,0,0,0,0,0
"1839",1985-01-12,0,0,0,0,0,0
"1840",1985-01-13,5.08,1.5,6.5,0,51.5,12.916
"1841",1985-01-14,11.43,23.5,0,0,2,7.386
"1842",1985-01-15,1.78,0,0,0,0,0.356
"1843",1985-01-16,0,0.5,0,0,0,0.1
"1844",1985-01-17,2.03,3,3,0,0,1.606
"1845",1985-01-18,4.32,0,0,0,0,0.864
"1846",1985-01-19,0,0,0,5.1,0,1.02
"1847",1985-01-20,0,0,0,49.2,0,9.84
"1848",1985-01-21,0,0,0,41,0,8.2
"1849",1985-01-22,0,0,0,0,0,0
"1850",1985-01-23,0,0,0,0,0,0
"1851",1985-01-24,0,0,0,0,0,0
"1852",1985-01-25,0,0,0,0,0,0
"1853",1985-01-26,0,0,0,0,0,0
"1854",1985-01-27,0,0,0,0,0,0
"1855",1985-01-28,0,0,0,0,0,0
"1856",1985-01-29,0,0,0,0,0,0
"1857",1985-01-30,0.25,0,0,0,0,0.05
"1858",1985-01-31,0,0,0,0,0,0
"1859",1985-02-01,0.25,0,0,0,0,0.05
"1860",1985-02-02,0,0,0,0,0,0
"1861",1985-02-03,0,0,0,0,0,0
"1862",1985-02-04,0,0,0,0,0,0
"1863",1985-02-05,0,0.5,0,0,0,0.1
"1864",1985-02-06,0,2.5,17,0,0,3.9
"1865",1985-02-07,2.03,0,10.5,0,4.2,3.346
"1866",1985-02-08,8.13,0,0,0,0,1.626
"1867",1985-02-09,0,0,0,0,0,0
"1868",1985-02-10,0,0,0,41,0,8.2
"1869",1985-02-11,0,0,0,51.5,0,10.3
"1870",1985-02-12,0,0,0,43.5,0,8.7
"1871",1985-02-13,0,0,0,3.3,0,0.66
"1872",1985-02-14,0,0,0,0,0,0
"1873",1985-02-15,0,0,0,0,0,0
"1874",1985-02-16,0,0,0,0,0,0
"1875",1985-02-17,0,0,0,0,0,0
"1876",1985-02-18,0,0,0,0,0,0
"1877",1985-02-19,0,0,0,0,0,0
"1878",1985-02-20,0,0,0,0,0,0
"1879",1985-02-21,0,0,0,0,0,0
"1880",1985-02-22,0,0,0,0,0,0
"1881",1985-02-23,NA,0,0,0,0,0
"1882",1985-02-24,0,0,0,33.2,0,6.64
"1883",1985-02-25,0,0,0,66.5,0,13.3
"1884",1985-02-26,0,0,0,0,0,0
"1885",1985-02-27,0,0,0,4,0,0.8
"1886",1985-02-28,0,9.2,10,0,0,3.84
"1887",1985-03-01,5.59,7.5,18.5,0,7.5,7.818
"1888",1985-03-02,13.72,2,7.5,0,8,6.244
"1889",1985-03-03,5.33,1.5,0,0,0,1.366
"1890",1985-03-04,0.51,0,0,0,0,0.102
"1891",1985-03-05,0,0,0,0,0,0
"1892",1985-03-06,0,0,0,0,0,0
"1893",1985-03-07,0,0,0,0,0,0
"1894",1985-03-08,0,0,0,0,0,0
"1895",1985-03-09,0,0,0,0,0,0
"1896",1985-03-10,0,0,0,0,0,0
"1897",1985-03-11,0,0,0,0,0,0
"1898",1985-03-12,0,0,0,0,0,0
"1899",1985-03-13,0,2,0,0,0,0.4
"1900",1985-03-14,9.91,28,23,0,11.5,14.482
"1901",1985-03-15,41.66,15,20.5,0,7.5,16.932
"1902",1985-03-16,9.4,0,0,0,1.5,2.18
"1903",1985-03-17,0,1.8,0,0,0,0.36
"1904",1985-03-18,1.27,0,0,31.5,0,6.554
"1905",1985-03-19,0.51,0,0,17.4,0,3.582
"1906",1985-03-20,0,0,0,0,0,0
"1907",1985-03-21,0,0,0,0,0,0
"1908",1985-03-22,0,0,0,0,0,0
"1909",1985-03-23,0,0,0,0,0,0
"1910",1985-03-24,0,0,0,0,0,0
"1911",1985-03-25,0,0,0,0,0,0
"1912",1985-03-26,0,0,0,0,0,0
"1913",1985-03-27,0,0,0,0,0,0
"1914",1985-03-28,0,0,0,0,0,0
"1915",1985-03-29,0,0,0,0,0,0
"1916",1985-03-30,0,0,0,0,0,0
"1917",1985-03-31,0,0,0,0,0,0
"1918",1985-04-01,0,0,0,0,0,0
"1919",1985-04-02,0,0,0,0,0,0
"1920",1985-04-03,0,0,0,14.5,0,2.9
"1921",1985-04-04,0,0,0,64.8,0,12.96
"1922",1985-04-05,0,6.5,0,1.7,0,1.64
"1923",1985-04-06,10.67,6,2,0,5,4.734
"1924",1985-04-07,12.19,0,0,0,0,2.438
"1925",1985-04-08,1.27,0,0,0,0,0.254
"1926",1985-04-09,0,0,0,16.5,0,3.3
"1927",1985-04-10,0,0,0,0,0,0
"1928",1985-04-11,0,0,0,0,0,0
"1929",1985-04-12,0,0,0,0,0,0
"1930",1985-04-13,0,0,0,0,0,0
"1931",1985-04-14,0,0,0,0,5.5,1.1
"1932",1985-04-15,0,0,0,0,0,0
"1933",1985-04-16,0,0,0,0,0,0
"1934",1985-04-17,0,1.5,0,0,0,0.3
"1935",1985-04-18,3.3,0,0,0,0,0.66
"1936",1985-04-19,0,0,0,0,0,0
"1937",1985-04-20,0,2.5,0,0,0,0.5
"1938",1985-04-21,2.03,2.5,6.5,0,1,2.406
"1939",1985-04-22,2.03,10,20,0,8.7,8.146
"1940",1985-04-23,10.67,0,0,0,0,2.134
"1941",1985-04-24,1.02,0,0,0,0,0.204
"1942",1985-04-25,0,0,0,0,0,0
"1943",1985-04-26,0,0,0,0,0,0
"1944",1985-04-27,0,6.5,5.5,0,0,2.4
"1945",1985-04-28,7.11,0,0,0,0,1.422
"1946",1985-04-29,0,0,0,0,0,0
"1947",1985-04-30,0,0,0,0,0,0
"1948",1985-05-01,1.02,0,0,0,0,0.204
"1949",1985-05-02,0,0,0,0,0,0
"1950",1985-05-03,0,0,0,73.7,0,14.74
"1951",1985-05-04,0,0,0,44.5,0,8.9
"1952",1985-05-05,0,0,0,0.7,0,0.14
"1953",1985-05-06,0,0,0,0,0,0
"1954",1985-05-07,0,0,0,0,0,0
"1955",1985-05-08,0,0,0,0,0,0
"1956",1985-05-09,0,0,0,9.2,0,1.84
"1957",1985-05-10,0,0,0,0,0,0
"1958",1985-05-11,0,0,0,0,0,0
"1959",1985-05-12,0,0,0,0,0,0
"1960",1985-05-13,0,0,0,0,0,0
"1961",1985-05-14,0,0,0,0,0,0
"1962",1985-05-15,0,0,0,0,0,0
"1963",1985-05-16,0,0,0,0,0,0
"1964",1985-05-17,0,0,0,0,0,0
"1965",1985-05-18,0,0,0,0,0,0
"1966",1985-05-19,0,0,0,0,0,0
"1967",1985-05-20,0,2,0,0,0,0.4
"1968",1985-05-21,3.81,18,28,0,0.9,10.142
"1969",1985-05-22,26.67,6,6,1.7,0,8.074
"1970",1985-05-23,7.37,0,0,56.5,0,12.774
"1971",1985-05-24,0,0,0,140.3,0,28.06
"1972",1985-05-25,0,0,0,277.8,0,55.56
"1973",1985-05-26,0,0,0,3.3,0,0.66
"1974",1985-05-27,0.51,5.7,12.5,0,5,4.742
"1975",1985-05-28,6.6,0,0,65.3,0,14.38
"1976",1985-05-29,0,0,0,0,0,0
"1977",1985-05-30,6.1,0,0,0,0,1.22
"1978",1985-05-31,0,0,0,44.8,0,8.96
"1979",1985-06-01,0,0,0,0,0,0
"1980",1985-06-02,0,0,0,0,0,0
"1981",1985-06-03,0,0,0,58,0,11.6
"1982",1985-06-04,0,0,0,0.2,0,0.04
"1983",1985-06-05,0,0,0,3.7,0,0.74
"1984",1985-06-06,0,0,0,6.2,0,1.24
"1985",1985-06-07,0,0,0,0,0,0
"1986",1985-06-08,0,0,0,0,0,0
"1987",1985-06-09,0,0,0,11.6,0,2.32
"1988",1985-06-10,0,4.5,0,0,0,0.9
"1989",1985-06-11,2.79,26,15.5,0,20,12.858
"1990",1985-06-12,35.81,13,18.5,0,25.5,18.562
"1991",1985-06-13,27.69,0,0,0,0,5.538
"1992",1985-06-14,2.03,0,0,0,0,0.406
"1993",1985-06-15,0,18.5,12.5,0,4,7
"1994",1985-06-16,20.57,0,0,63.3,0,16.774
"1995",1985-06-17,0,0,0,160,0,32
"1996",1985-06-18,0,8.5,0,6,1.1,3.12
"1997",1985-06-19,14.73,0.6,0,65.5,0,16.166
"1998",1985-06-20,0,0,0,3.5,0,0.7
"1999",1985-06-21,0,6,8.5,0,1.5,3.2
"2000",1985-06-22,4.57,0,0,73.3,0,15.574
"2001",1985-06-23,0.51,0,0,15.2,1,3.342
"2002",1985-06-24,0,0,0,0,0.5,0.1
"2003",1985-06-25,0.25,0,0,0,0,0.05
"2004",1985-06-26,0,0,0,0,0,0
"2005",1985-06-27,0,3,0,0,0,0.6
"2006",1985-06-28,1.27,0,0,0,0,0.254
"2007",1985-06-29,0.25,0,0,0,0,0.05
"2008",1985-06-30,0,0,0,0,0,0
"2009",1985-07-01,0,0,0,0,0,0
"2010",1985-07-02,0,0,0,0,0,0
"2011",1985-07-03,0,0,0,0.5,0,0.1
"2012",1985-07-04,0,14,18.5,0,2,6.9
"2013",1985-07-05,17.78,25,29,0,69,28.156
"2014",1985-07-06,61.21,3,0,0,1,13.042
"2015",1985-07-07,0.76,15,10,5.6,5,7.272
"2016",1985-07-08,12.19,1.5,1.5,0,0,3.038
"2017",1985-07-09,0.51,0,0,0,0,0.102
"2018",1985-07-10,0,23,12.5,0,16.8,10.46
"2019",1985-07-11,4.06,1.5,6.5,0,2.5,2.912
"2020",1985-07-12,2.03,1.5,0,0,0,0.706
"2021",1985-07-13,0,0,0,47.7,0,9.54
"2022",1985-07-14,0,0,0,0,0,0
"2023",1985-07-15,0,0,0,38.5,0,7.7
"2024",1985-07-16,0,0,0,3,0,0.6
"2025",1985-07-17,0,0,0,0,0,0
"2026",1985-07-18,0,0,0,95,0,19
"2027",1985-07-19,0,0,0,33.4,0,6.68
"2028",1985-07-20,0,0,0,0.2,0,0.04
"2029",1985-07-21,0,0,0,91.6,0,18.32
"2030",1985-07-22,0,0,0,4.5,0,0.9
"2031",1985-07-23,0,0,0,0,0,0
"2032",1985-07-24,0,0,0,0,0,0
"2033",1985-07-25,0,3.5,0,0,2,1.1
"2034",1985-07-26,3.3,0,0,0,0,0.66
"2035",1985-07-27,0,0,0,0.5,0,0.1
"2036",1985-07-28,0,0,0,0,0,0
"2037",1985-07-29,0,0,0,0,0,0
"2038",1985-07-30,0,0.3,0,0,0,0.06
"2039",1985-07-31,0,16.5,12.5,8.7,5.8,8.7
"2040",1985-08-01,10.41,1.5,0,0,0,2.382
"2041",1985-08-02,0,20.4,14.5,0,17,10.38
"2042",1985-08-03,12.19,1.2,0,4.7,0,3.618
"2043",1985-08-04,0.76,0,0,9.5,0,2.052
"2044",1985-08-05,0,5.5,5,5.3,2.5,3.66
"2045",1985-08-06,8.38,1,0,0,9,3.676
"2046",1985-08-07,0,0,0,0,0,0
"2047",1985-08-08,0,15,24,0,8,9.4
"2048",1985-08-09,15.49,0.4,0,0,0,3.178
"2049",1985-08-10,0.25,0,0,0,0,0.05
"2050",1985-08-11,0,0,0,0,0,0
"2051",1985-08-12,0,0,0,0,0,0
"2052",1985-08-13,0,0,0,0,0,0
"2053",1985-08-14,0,0,0,0,0,0
"2054",1985-08-15,4.32,0,0,5.6,0,1.984
"2055",1985-08-16,0,0,0,1.6,0,0.32
"2056",1985-08-17,0,0,0,0,0,0
"2057",1985-08-18,0.51,2.5,0,0,0,0.602
"2058",1985-08-19,0.51,0,0,0,0,0.102
"2059",1985-08-20,0,0,0,0,0,0
"2060",1985-08-21,0,6,0,0,0,1.2
"2061",1985-08-22,5.33,5.5,15,3.6,0,5.886
"2062",1985-08-23,5.33,6.5,0,20.5,0,6.466
"2063",1985-08-24,0.51,0,0,20,0,4.102
"2064",1985-08-25,0,0,0,0.7,0,0.14
"2065",1985-08-26,0,0,0,0,0,0
"2066",1985-08-27,0,0,0,0,0,0
"2067",1985-08-28,0,0,0,0,0,0
"2068",1985-08-29,0,0,0,0,0,0
"2069",1985-08-30,0,0,0,0,0,0
"2070",1985-08-31,0,0,0,19,0,3.8
"2071",1985-09-01,0,0,0,0,0,0
"2072",1985-09-02,0.25,4.5,0,0,0,0.95
"2073",1985-09-03,5.59,0,0,0,0,1.118
"2074",1985-09-04,0,0,0,7.1,0,1.42
"2075",1985-09-05,0,0,0,36.5,0,7.3
"2076",1985-09-06,0.51,0,0,9.2,0,1.942
"2077",1985-09-07,0,0.5,0,0,9,1.9
"2078",1985-09-08,0,0,0,0,0,0
"2079",1985-09-09,0,1.1,0,0,0,0.22
"2080",1985-09-10,1.02,7.5,3.5,0,0,2.404
"2081",1985-09-11,4.32,9,19.5,18.7,15.4,13.384
"2082",1985-09-12,5.08,4,0.5,0,0,1.916
"2083",1985-09-13,1.52,0,0,0,0,0.304
"2084",1985-09-14,0,0,0,0,0,0
"2085",1985-09-15,0,0,0,0.1,0,0.02
"2086",1985-09-16,0,0,0,0.8,0,0.16
"2087",1985-09-17,11.18,0,0,0,0,2.236
"2088",1985-09-18,0,8.5,5.5,0,0,2.8
"2089",1985-09-19,7.87,0,0,0,0,1.574
"2090",1985-09-20,0,0,0,0,0,0
"2091",1985-09-21,0,0,0,0,0,0
"2092",1985-09-22,0,4.5,0.7,0,0,1.04
"2093",1985-09-23,0,10,6.5,2.7,0.2,3.88
"2094",1985-09-24,3.56,5.5,3.5,0,0.4,2.592
"2095",1985-09-25,2.29,0,0.4,1,0,0.738
"2096",1985-09-26,0,0,0,13.7,0,2.74
"2097",1985-09-27,0,0,0,2.2,0,0.44
"2098",1985-09-28,0,0,0,0,0,0
"2099",1985-09-29,1.02,3.5,0.5,0,0,1.004
"2100",1985-09-30,0,0,0,0,0,0
"2101",1985-10-01,0,0,0,0,0,0
"2102",1985-10-02,0,0,0,0,0,0
"2103",1985-10-03,0,0,0,0,0,0
"2104",1985-10-04,1.02,0,0,5.7,0,1.344
"2105",1985-10-05,1.52,0,0,0,0,0.304
"2106",1985-10-06,0,0,0,0,0,0
"2107",1985-10-07,0,0,0,0,0,0
"2108",1985-10-08,0,0,0,0,0,0
"2109",1985-10-09,0,0,0,0,0,0
"2110",1985-10-10,0,0,0,0,0,0
"2111",1985-10-11,0,0,0,52.5,0,10.5
"2112",1985-10-12,0,0.5,0,6,0,1.3
"2113",1985-10-13,0.25,0,0,0,0,0.05
"2114",1985-10-14,0,1.6,30,0,21.1,10.54
"2115",1985-10-15,1.78,0,0,1.8,2.7,1.256
"2116",1985-10-16,0,0,0,0,0,0
"2117",1985-10-17,0,0,0,0,0,0
"2118",1985-10-18,0,0,0,14.4,0,2.88
"2119",1985-10-19,0,0,0,0.1,0,0.02
"2120",1985-10-20,0,0,0,10,0,2
"2121",1985-10-21,0,0,0,0.5,0,0.1
"2122",1985-10-22,0,4.5,0,0,0,0.9
"2123",1985-10-23,0.25,0,0,0,0,0.05
"2124",1985-10-24,0,0,0,0,0,0
"2125",1985-10-25,0.25,0,0,0,0,0.05
"2126",1985-10-26,0,0,0,0,0,0
"2127",1985-10-27,0,0,0,0,0,0
"2128",1985-10-28,0.25,0,0,0,0,0.05
"2129",1985-10-29,0,0,11,0,30.3,8.26
"2130",1985-10-30,0,0,0,0,0,0
"2131",1985-10-31,0,0,0,0,0.6,0.12
"2132",1985-11-01,0,0,0,0,0,0
"2133",1985-11-02,0,0,0,0,0,0
"2134",1985-11-03,0,0,0,0,0,0
"2135",1985-11-04,0,0,0,0,0,0
"2136",1985-11-05,0,3,3.5,0,0,1.3
"2137",1985-11-06,2.79,0,0,0,0,0.558
"2138",1985-11-07,0,0,0,0,0,0
"2139",1985-11-08,0,0,0,0,4.4,0.88
"2140",1985-11-09,0,0,0,0,0,0
"2141",1985-11-10,0,0,0,0,0,0
"2142",1985-11-11,0,0,0,0,0,0
"2143",1985-11-12,0,0,0,0,0,0
"2144",1985-11-13,0,0,0,1.8,0,0.36
"2145",1985-11-14,0,0,0,20,0,4
"2146",1985-11-15,0,0,0,0.3,0,0.06
"2147",1985-11-16,0,0,0,0.4,0,0.08
"2148",1985-11-17,0,0,0,0,0,0
"2149",1985-11-18,0,0,0,0,0,0
"2150",1985-11-19,0,0,0,0,0,0
"2151",1985-11-20,0,0,0,0,0,0
"2152",1985-11-21,0,0,0,1.4,0,0.28
"2153",1985-11-22,0,0,0,0,0,0
"2154",1985-11-23,0,0,0,0,0,0
"2155",1985-11-24,0,0,0,0,0,0
"2156",1985-11-25,23.37,0,0,0,0,4.674
"2157",1985-11-26,0,0,0,0,0,0
"2158",1985-11-27,0,0,0,0,0,0
"2159",1985-11-28,0,0,0,0,0,0
"2160",1985-11-29,0,0,0,0,0,0
"2161",1985-11-30,0,0,0,0,0,0
"2162",1985-12-01,0,0,0,0,6,1.2
"2163",1985-12-02,0,0,0,4.7,3.5,1.64
"2164",1985-12-03,NA,3,0,0,2.5,1.375
"2165",1985-12-04,0,0,0,0,1.5,0.3
"2166",1985-12-05,0,0,0,0,0,0
"2167",1985-12-06,0,0,0,0,0,0
"2168",1985-12-07,0,0,0,0,0,0
"2169",1985-12-08,0,0,0,0,0,0
"2170",1985-12-09,0,0,0,0,0,0
"2171",1985-12-10,0.25,0,0,0,0,0.05
"2172",1985-12-11,0,0,0,25.2,0,5.04
"2173",1985-12-12,0,0,0,3.7,0,0.74
"2174",1985-12-13,0,0,0,0,0,0
"2175",1985-12-14,0,0,0,0,0,0
"2176",1985-12-15,0,0,0,0,0,0
"2177",1985-12-16,0,0,0,0,0,0
"2178",1985-12-17,0,0,0,0,0,0
"2179",1985-12-18,0,0,0,0.7,0,0.14
"2180",1985-12-19,0,0,8.5,0,0,1.7
"2181",1985-12-20,4.06,0,0,0,0,0.812
"2182",1985-12-21,0,0,0,0,0,0
"2183",1985-12-22,0,0,0,0,0,0
"2184",1985-12-23,0,0,0,0,0,0
"2185",1985-12-24,0,0,0,0,0,0
"2186",1985-12-25,0,0,0,0,0,0
"2187",1985-12-26,0,0,0,4.9,0,0.98
"2188",1985-12-27,0,0,0,35.4,0,7.08
"2189",1985-12-28,0.25,0,0,0,0,0.05
"2190",1985-12-29,0,1.9,2.5,0,0,0.88
"2191",1985-12-30,4.32,2,0,0,0,1.264
"2192",1985-12-31,0.51,0,0,0,0,0.102
"2193",1986-01-01,0,0,0,0,0,0
"2194",1986-01-02,0,0,0,0,0,0
"2195",1986-01-03,0,0,0,0,0,0
"2196",1986-01-04,0,0,0,0,0,0
"2197",1986-01-05,0,0,0,0,0,0
"2198",1986-01-06,0,0,0,0,0,0
"2199",1986-01-07,0,0,0,0,0,0
"2200",1986-01-08,0,0,0,0,0,0
"2201",1986-01-09,0,0,0,0,0,0
"2202",1986-01-10,0,0,0,0,0,0
"2203",1986-01-11,0,0,0,0,0,0
"2204",1986-01-12,0,0,0,0,0,0
"2205",1986-01-13,0,3,0,0,0,0.6
"2206",1986-01-14,9.4,7,13.5,0,1.5,6.28
"2207",1986-01-15,0,0,0,0,0,0
"2208",1986-01-16,0,0,0,0,0,0
"2209",1986-01-17,0,0,0,0,0,0
"2210",1986-01-18,0,0,0,0,0,0
"2211",1986-01-19,0,0,0,0,0,0
"2212",1986-01-20,0,0,0,0.1,0,0.02
"2213",1986-01-21,0,0,0,0,0,0
"2214",1986-01-22,0.25,0,0,0,0,0.05
"2215",1986-01-23,0,0,0,0,0,0
"2216",1986-01-24,0,0,0,0,0,0
"2217",1986-01-25,0,0,0,0,0,0
"2218",1986-01-26,0,0,0,0,0,0
"2219",1986-01-27,0,0,0,0,0,0
"2220",1986-01-28,0,0,0,0,0,0
"2221",1986-01-29,0,0,0,0,0,0
"2222",1986-01-30,0,0,0,0,0,0
"2223",1986-01-31,0,0,0,0,0,0
"2224",1986-02-01,0,0,0,7,0,1.4
"2225",1986-02-02,0,0,0,0,0,0
"2226",1986-02-03,0,0.4,0,0,0,0.08
"2227",1986-02-04,0,0,0,20.6,0,4.12
"2228",1986-02-05,0,0,0,5.8,0,1.16
"2229",1986-02-06,0,0,0,0,0,0
"2230",1986-02-07,0,0,0,0,0,0
"2231",1986-02-08,0.51,0,0,0,0,0.102
"2232",1986-02-09,0,0,0,0,0,0
"2233",1986-02-10,0,0,0,0,0,0
"2234",1986-02-11,0,0,0,0,0,0
"2235",1986-02-12,0,0,0,0,0,0
"2236",1986-02-13,0,0,0,0,0,0
"2237",1986-02-14,0,0,0,0,0,0
"2238",1986-02-15,0,0,0,0,0,0
"2239",1986-02-16,0,0,0,0,0,0
"2240",1986-02-17,0,0,0,0,0,0
"2241",1986-02-18,0,0,0,0,0,0
"2242",1986-02-19,0,1,1.8,0,0,0.56
"2243",1986-02-20,0,0,0,0,0,0
"2244",1986-02-21,1.78,0,0,0,0,0.356
